"Trade Date","Settlement Date","Account","Description","Type","Symbol/ CUSIP","Quantity","Price","Amount"," "
"10/01/2019","10/01/2019","CMA 5VT-10282","Opening Balance - BLACKSTONE REAL ESTATE INCOME TRUST INC CLASS S","","71F319991","13293.0860","$11.4418","$152097.16",""

